Gene	U	n_NFE	k_NFE	s_het_det	low_det	up_det	s_het_drift	low_drift	up_drift
ELMSAN1	2.56e-6	63621	2	0.099171	0.026	0.339	0.094903	0.008891	0.88914
ELN	2.28e-6	65844	18	0.008873	0.006	0.014	0.006603	0.000889	0.028117
ELOF1	3.14e-7	66720	0	0.156178	0.009	1.	0.100534	0.000889	1.
ELOVL1	7.71e-7	66648	2	0.03581	0.009	0.123	0.026006	0.000889	0.281171
ELOVL2	9.73e-7	66051.75	7	0.010672	0.005	0.022	0.008164	0.000889	0.028117
ELOVL3	4.82e-7	66094	2	0.023831	0.006	0.08	0.016949	0.000889	0.088914
ELOVL4	9.37e-7	66378	1	0.087686	0.014	0.403	0.064885	0.000889	0.88914
ELOVL5	1.17e-6	34682	12	0.003983	0.00213	0.00658	0.004583	0.000889	0.028117
ELOVL6	8.08e-7	66342.9412	0	0.234087	0.02	1.	0.187311	0.002812	1.
ELOVL7	7.24e-7	61618	28	0.001813	0.00119	0.00249	0.004107	0.000889	0.028117
ELP2	2.88e-6	66523.6667	19	0.010633	0.007	0.017	0.008083	0.000889	0.028117
ELP3	1.95e-6	65537.6	9	0.015617	0.008	0.03	0.011138	0.000889	0.028117
ELP4	1.07e-6	66616.4	4	0.021665	0.008	0.055	0.014944	0.000889	0.088914
ELP5	7.13e-7	66553.5	3	0.020781	0.007	0.059	0.013826	0.000889	0.088914
ELP6	5.07e-7	66526.8	11	0.00371	0.00191	0.00622	0.005096	0.000889	0.028117
ELSPBP1	7.33e-7	66212.5	14	0.003982	0.00224	0.00637	0.004887	0.000889	0.028117
ELTD1	1.36e-6	63981.4545	6	0.016708	0.008	0.036	0.011454	0.000889	0.088914
EMB	8.12e-7	64760	10	0.006083	0.004	0.011	0.005827	0.000889	0.028117
EMC1	3.03e-6	66442.1538	26	0.008098	0.006	0.012	0.005645	0.000889	0.028117
EMC10	1.06e-6	55375.4545	18	0.003653	0.00221	0.00555	0.004472	0.000889	0.028117
EMC2	1.12e-6	62272.75	10	0.007886	0.005	0.015	0.006469	0.000889	0.028117
EMC3	9.44e-7	66034	1	0.087836	0.014	0.404	0.06458	0.000889	0.88914
EMC4	6.47e-7	60103.3333	0	0.202713	0.015	1.	0.146182	0.000889	1.
EMC6	1.39e-7	54520.0588	0	0.109274	0.004	0.787	0.065885	0.000889	1.
EMC7	5.74e-7	66066.1176	0	0.200485	0.015	1.	0.153733	0.002812	1.
EMC8	5.22e-7	59895	1	0.052307	0.008	0.242	0.03391	0.000889	0.281171
EMC9	5.28e-7	66408.3333	2	0.025821	0.006	0.087	0.017006	0.000889	0.088914
EMCN	7.62e-7	65022.3636	9	0.00644	0.004	0.012	0.006211	0.000889	0.028117
EMD	5.45e-7	44739.3043	0	0.166096	0.01	1.	0.112622	0.000889	1.
EME1	1.21e-6	61685	34	0.002384	0.00165	0.00323	0.003969	0.000889	0.028117
EMG1	9.2e-7	65352	2	0.041067	0.01	0.141	0.029166	0.000889	0.281171
EMID1	1.18e-6	59104.4	3	0.029405	0.01	0.084	0.021497	0.000889	0.088914
EMILIN1	1.95e-6	60650.75	8	0.016424	0.008	0.032	0.011588	0.000889	0.028117
EMILIN2	1.87e-6	66130.1333	13	0.010303	0.006	0.018	0.007824	0.000889	0.028117
EMILIN3	1.27e-6	63713.7143	7	0.013222	0.007	0.027	0.009431	0.000889	0.028117
EML1	2.72e-6	65822	4	0.051538	0.02	0.131	0.050354	0.008891	0.281171
EML2	2.33e-6	60082.3158	34	0.004335	0.00304	0.00595	0.004079	0.000889	0.028117
EML3	2.69e-6	63948	6	0.031987	0.015	0.07	0.029238	0.002812	0.088914
EML4	3.2e-6	65765.1111	8	0.028624	0.015	0.056	0.024913	0.002812	0.088914
EML5	5.8e-6	56477.25	10	0.03488	0.019	0.064	0.041864	0.008891	0.088914
EMP1	2.84e-7	66690	0	0.150066	0.008	1.	0.100516	0.000889	1.
EMP2	3.13e-7	66402	5	0.005774	0.003	0.013	0.006696	0.000889	0.028117
EMP3	6.48e-7	66310.3333	18	0.002755	0.00164	0.00413	0.004489	0.000889	0.028117
EMR1	2.16e-6	64573.5455	29	0.005077	0.00346	0.00717	0.004398	0.000889	0.028117
EMR3	1.57e-6	66433.9231	39	0.002845	0.00203	0.0038	0.003906	0.000889	0.008891
EMX2	7.34e-7	46787.8421	0	0.191992	0.014	1.	0.141899	0.000889	1.
EN1	4.19e-7	45626.6857	0	0.150616	0.008	1.	0.100556	0.000889	1.
EN2	6.57e-7	62758	1	0.064248	0.01	0.298	0.047542	0.000889	0.281171
ENAH	1.85e-6	47287.0108	0	0.293835	0.031	1.	0.263457	0.028117	1.
ENAM	1.88e-6	66583.3846	9	0.01531	0.008	0.029	0.010766	0.000889	0.028117
ENC1	9.46e-7	66330.8889	0	0.251617	0.023	1.	0.202387	0.002812	1.
ENDOD1	8.32e-7	56746.6667	22	0.00244	0.00153	0.00352	0.00425	0.000889	0.028117
ENDOU	1.13e-6	61799.0667	27	0.002833	0.00188	0.00398	0.004143	0.000889	0.028117
ENDOV	1.18e-6	45819.5	29	0.002081	0.00138	0.00286	0.003892	0.000889	0.008891
ENG	1.66e-6	57455	2	0.061716	0.016	0.213	0.056105	0.002812	0.281171
ENHO	8.88e-8	66612	0	0.101943	0.004	0.738	0.067855	0.000889	1.
ENKD1	7.53e-7	58562.25	15	0.003402	0.00194	0.00533	0.004707	0.000889	0.028117
ENKUR	5.49e-7	63040.75	7	0.006124	0.003	0.012	0.006149	0.000889	0.028117
ENO1	1.e-6	66497	4	0.020322	0.008	0.051	0.013542	0.000889	0.088914
ENO2	1.12e-6	66302	3	0.03114	0.01	0.089	0.021973	0.000889	0.088914
ENO3	1.12e-6	62954.6154	20	0.003884	0.00242	0.0058	0.004475	0.000889	0.028117
ENOPH1	7.7e-7	66424.6667	10	0.005932	0.004	0.011	0.005892	0.000889	0.028117
ENOSF1	1.32e-6	66473.75	11	0.008847	0.005	0.016	0.006858	0.000889	0.028117
ENOX1	1.97e-6	66257.5	4	0.038178	0.014	0.097	0.034722	0.002812	0.088914
ENOX2	1.63e-6	41918.8571	0	0.261735	0.025	1.	0.22546	0.008891	1.
ENPP1	2.7e-6	65785.5385	13	0.014609	0.009	0.025	0.011042	0.000889	0.028117
ENPP2	2.75e-6	66568.9091	6	0.033964	0.015	0.074	0.033468	0.002812	0.088914
ENPP4	7.23e-7	62688	1	0.068985	0.011	0.32	0.047497	0.000889	0.281171
ENPP5	7.34e-7	66178.3333	9	0.006326	0.004	0.012	0.006026	0.000889	0.028117
ENPP6	9.15e-7	66364.2222	5	0.014595	0.006	0.033	0.009909	0.000889	0.028117
ENPP7	7.07e-7	64102.1429	23	0.002247	0.00142	0.0032	0.004282	0.000889	0.028117
ENSA	3.74e-7	65724	0	0.16665	0.01	1.	0.117682	0.000889	1.
ENTHD1	9.64e-7	66117.5556	5	0.015258	0.007	0.035	0.010642	0.000889	0.088914
ENTPD1	1.02e-6	46834.6667	2	0.033617	0.008	0.115	0.023416	0.000889	0.281171
ENTPD2	1.17e-6	58221.3333	16	0.004732	0.00279	0.00743	0.00481	0.000889	0.028117
ENTPD3	1.09e-6	66288.5455	14	0.005738	0.004	0.01	0.005351	0.000889	0.028117
ENTPD4	2.51e-6	66486.8571	24	0.007322	0.005	0.011	0.00532	0.000889	0.028117
ENTPD5	1.4e-6	66602.8571	3	0.038398	0.012	0.11	0.030718	0.000889	0.281171
ENTPD6	1.24e-6	59799.2	6	0.014387	0.007	0.031	0.009668	0.000889	0.028117
ENTPD7	2.26e-6	62877.3333	13	0.011775	0.007	0.02	0.008992	0.000889	0.028117
ENTPD8	1.11e-6	60768.8333	19	0.003929	0.00242	0.00593	0.004506	0.000889	0.028117
ENY2	2.84e-7	64807.125	0	0.148398	0.008	1.	0.099408	0.000889	1.
EOGT	1.29e-6	66035.8462	20	0.004636	0.0029	0.00697	0.004662	0.000889	0.028117
EOMES	1.46e-6	59272	2	0.056618	0.014	0.195	0.049832	0.002812	0.281171
EP300	6.51e-6	66527	4	0.119395	0.046	0.302	0.128598	0.028117	0.281171
EP400	8.06e-6	63850.6667	8	0.068544	0.035	0.135	0.05782	0.028117	0.281171
EPAS1	1.84e-6	66635	1	0.146865	0.027	0.645	0.127247	0.008891	0.88914
EPB41	2.39e-6	66498.4444	6	0.029642	0.014	0.064	0.025097	0.002812	0.088914
EPB41L1	1.93e-6	57203.6	5	0.025501	0.011	0.059	0.018307	0.000889	0.088914
EPB41L2	2.23e-6	65895.5	3	0.058598	0.019	0.168	0.05493	0.008891	0.281171
EPB41L3	2.83e-6	65583	6	0.034418	0.016	0.075	0.032677	0.002812	0.088914
EPB41L4A	2.58e-6	60881.8182	48	0.003417	0.00254	0.00446	0.003832	0.000889	0.008891
EPB41L4B	2.48e-6	66677.3333	2	0.100508	0.026	0.343	0.095443	0.008891	0.88914
EPB41L5	2.71e-6	65464.1818	9	0.021423	0.011	0.041	0.015045	0.000889	0.088914
EPB42	1.81e-6	66330.4615	27	0.004728	0.00317	0.00674	0.004379	0.000889	0.028117
EPC1	2.86e-6	66740	0	0.427331	0.062	1.	0.387813	0.028117	1.
EPC2	2.34e-6	53563.2115	0	0.348695	0.042	1.	0.309953	0.028117	1.
EPCAM	9.93e-7	58282.5455	14	0.004674	0.00265	0.00754	0.0049	0.000889	0.028117
EPDR1	4.7e-7	50282	0	0.163979	0.01	1.	0.118848	0.000889	1.
EPG5	6.57e-6	66006.5	16	0.028258	0.018	0.046	0.026632	0.008891	0.088914
EPGN	4.63e-7	65498	5	0.007886	0.004	0.018	0.00751	0.000889	0.028117
EPHA1	2.78e-6	65161.0909	21	0.009088	0.006	0.014	0.006654	0.000889	0.028117
EPHA10	2.92e-6	56909.2857	27	0.006467	0.005	0.01	0.004735	0.000889	0.028117
EPHA2	2.33e-6	65331.3333	12	0.013674	0.008	0.024	0.010014	0.000889	0.028117
EPHA3	2.81e-6	66426	7	0.029356	0.014	0.06	0.025312	0.002812	0.088914
EPHA4	2.84e-6	65716	2	0.111816	0.03	0.381	0.10465	0.028117	0.88914
EPHA5	2.36e-6	62841.6667	7	0.023516	0.011	0.048	0.017457	0.000889	0.088914
EPHA6	2.43e-6	64639.6	1	0.17691	0.033	0.759	0.156404	0.028117	0.88914
EPHA7	2.48e-6	64552	1	0.179441	0.034	0.768	0.161201	0.028117	0.88914
EPHA8	2.53e-6	62358	12	0.014154	0.008	0.025	0.010464	0.000889	0.028117
EPHB1	1.9e-6	63354	1	0.144838	0.026	0.637	0.127967	0.008891	0.88914
EPHB2	1.94e-6	64233.7867	0	0.347727	0.042	1.	0.306741	0.028117	1.
EPHB3	2.29e-6	64844	3	0.059172	0.019	0.17	0.056706	0.008891	0.281171
EPHB4	2.87e-6	63838	3	0.071982	0.024	0.207	0.069528	0.008891	0.281171
EPHB6	2.54e-6	65530.8571	5	0.037721	0.016	0.088	0.035367	0.002812	0.088914
EPHX1	1.06e-6	65770.8	7	0.011507	0.006	0.024	0.008604	0.000889	0.028117
EPHX2	1.52e-6	63722.2857	35	0.002959	0.00207	0.00402	0.004034	0.000889	0.028117
EPHX3	1.01e-6	65638	5	0.015821	0.007	0.036	0.010588	0.000889	0.088914
EPHX4	1.09e-6	64536	5	0.016712	0.007	0.038	0.011249	0.000889	0.088914
EPM2A	6.39e-7	65640.3333	6	0.008563	0.004	0.018	0.007169	0.000889	0.028117
EPM2AIP1	1.27e-6	65662	2	0.054791	0.014	0.189	0.046645	0.002812	0.281171
EPN2	1.48e-6	60244.4	8	0.012562	0.007	0.025	0.009084	0.000889	0.028117
EPN3	1.25e-6	65007.0667	10	0.009095	0.005	0.017	0.007287	0.000889	0.028117
EPO	6.66e-7	66642	2	0.031552	0.008	0.108	0.022614	0.000889	0.281171
EPOR	9.77e-7	65661	8	0.009239	0.005	0.018	0.007421	0.000889	0.028117
EPPIN	6.81e-7	66474.2857	7	0.00776	0.004	0.016	0.006978	0.000889	0.028117
EPPIN-WFDC6	6.81e-7	66474.2857	7	0.00776	0.004	0.016	0.006978	0.000889	0.028117
EPPK1	2.86e-6	58569.6875	38	0.004606	0.0033	0.00623	0.004073	0.000889	0.028117
EPRS	4.05e-6	66139.5238	14	0.020195	0.012	0.034	0.014721	0.002812	0.028117
EPS15	2.1e-6	64661.1429	5	0.031047	0.013	0.072	0.025845	0.002812	0.088914
EPS15L1	2.68e-6	66556.6667	5	0.04031	0.017	0.094	0.040353	0.002812	0.088914
EPS8	2.45e-6	65769.3333	1	0.180316	0.034	0.771	0.158426	0.028117	0.88914
EPS8L1	2.16e-6	46910.1429	9	0.012515	0.007	0.024	0.009385	0.000889	0.028117
EPS8L2	2.16e-6	53457.8	10	0.012686	0.007	0.023	0.00952	0.000889	0.028117
EPS8L3	2.2e-6	60845	19	0.007516	0.005	0.012	0.005615	0.000889	0.028117
EPSTI1	1.21e-6	65179.8333	34	0.002511	0.00174	0.0034	0.004007	0.000889	0.028117
EPT1	1.02e-6	58463.3333	2	0.040773	0.01	0.14	0.029381	0.000889	0.281171
EPYC	8.16e-7	61335	20	0.002835	0.00174	0.00418	0.004402	0.000889	0.028117
EQTN	5.67e-7	66081	37	0.00117	0.0008	0.00152	0.003926	0.000889	0.008891
ERAL1	1.22e-6	66474.1667	15	0.005952	0.004	0.01	0.005258	0.000889	0.028117
ERAP1	2.31e-6	66016.7143	29	0.005534	0.004	0.008	0.004499	0.000889	0.028117
ERAP2	2.26e-6	66195.3103	27	0.005842	0.004	0.009	0.004675	0.000889	0.028117
ERAS	2.59e-7	37660.8571	0	0.118181	0.005	0.843	0.082696	0.000889	1.
ERBB2	3.75e-6	65446.8571	1	0.246031	0.051	1.	0.221809	0.028117	0.88914
ERBB2IP	3.8e-6	66298	1	0.250771	0.052	1.	0.22375	0.028117	0.88914
ERBB3	3.99e-6	66224	17	0.016314	0.011	0.026	0.013244	0.000889	0.028117
ERBB4	3.65e-6	66676.6667	4	0.069046	0.026	0.176	0.066156	0.028117	0.281171
ERC1	3.35e-6	66022.1818	10	0.023762	0.013	0.044	0.017932	0.002812	0.088914
ERC2	3.05e-6	66696.8	2	0.120603	0.032	0.409	0.116668	0.028117	0.88914
ERCC1	7.59e-7	66484.5714	6	0.010104	0.005	0.022	0.008103	0.000889	0.028117
ERCC2	2.01e-6	64403.125	23	0.005985	0.004	0.009	0.004766	0.000889	0.028117
ERCC3	2.52e-6	65336	11	0.016151	0.009	0.029	0.011629	0.000889	0.028117
ERCC4	2.1e-6	65994.125	6	0.025991	0.012	0.056	0.019567	0.000889	0.088914
ERCC5	2.55e-6	66297.0909	10	0.018305	0.01	0.034	0.013134	0.000889	0.028117
ERCC6	4.03e-6	66559.6923	44	0.006286	0.005	0.009	0.00439	0.000889	0.028117
ERCC6L	2.2e-6	46153.2737	0	0.315321	0.035	1.	0.281349	0.028117	1.
ERCC6L2	2.03e-6	61133.4	20	0.006631	0.005	0.011	0.00508	0.000889	0.028117
ERCC6-PGBD3	2.29e-6	66675	18	0.009019	0.006	0.015	0.006685	0.000889	0.028117
ERCC8	1.05e-6	66496.4286	16	0.004841	0.00286	0.00761	0.004839	0.000889	0.028117
EREG	5.33e-7	65949.6667	3	0.015981	0.005	0.045	0.011072	0.000889	0.088914
ERF	1.1e-6	66394	0	0.269976	0.026	1.	0.229779	0.008891	1.
ERG	1.01e-6	66152	0	0.259028	0.024	1.	0.216226	0.002812	1.
ERGIC1	8.25e-7	66607	0	0.236749	0.021	1.	0.18772	0.002812	1.
ERGIC2	1.11e-6	59236.4	4	0.020113	0.008	0.051	0.013364	0.000889	0.088914
ERGIC3	1.43e-6	65181.3333	3	0.038385	0.012	0.11	0.029886	0.000889	0.281171
ERH	3.88e-7	66560.1429	0	0.170091	0.011	1.	0.118372	0.000889	1.
ERI1	9.25e-7	65330.5714	28	0.002388	0.00159	0.00332	0.004104	0.000889	0.028117
ERI2	1.29e-6	54777	1	0.096634	0.016	0.442	0.080374	0.002812	0.88914
ERI3	9.34e-7	59948	3	0.024096	0.008	0.068	0.015785	0.000889	0.088914
ERICH1	8.58e-7	65406.3077	3	0.024145	0.008	0.069	0.017134	0.000889	0.088914
ERLEC1	1.47e-6	65223.25	5	0.02232	0.009	0.052	0.015654	0.000889	0.088914
ERLIN1	9.79e-7	65308	1	0.089547	0.014	0.411	0.071531	0.002812	0.88914
ERLIN2	7.74e-7	66415	2	0.035822	0.009	0.123	0.025916	0.000889	0.281171
ERMAP	1.01e-6	64441.3333	5	0.015555	0.007	0.036	0.010453	0.000889	0.088914
ERMARD	1.99e-6	66089	14	0.010122	0.006	0.017	0.007606	0.000889	0.028117
ERMN	6.12e-7	66713.2	2	0.029375	0.007	0.1	0.019657	0.000889	0.088914
ERMP1	2.05e-6	63718.3333	9	0.015948	0.009	0.03	0.010903	0.000889	0.028117
ERN1	2.59e-6	47881.2	5	0.028477	0.012	0.066	0.02326	0.002812	0.088914
ERN2	2.93e-6	62508.7143	18	0.010758	0.007	0.017	0.008045	0.000889	0.028117
ERO1L	1.61e-6	54006.4	4	0.026054	0.01	0.066	0.018669	0.000889	0.088914
ERO1LB	1.75e-6	56986.6667	8	0.013964	0.007	0.027	0.010095	0.000889	0.028117
ERP27	5.11e-7	65838.2	5	0.008619	0.004	0.019	0.007526	0.000889	0.028117
ERP29	3.74e-7	66189.8286	0	0.167136	0.01	1.	0.118067	0.000889	1.
ERP44	1.25e-6	65676	1	0.108327	0.018	0.491	0.094098	0.002812	0.88914
ERRFI1	8.52e-7	66734	6	0.011261	0.005	0.024	0.008628	0.000889	0.028117
ERVFRD-1	1.15e-6	57139.6667	5	0.015693	0.007	0.036	0.011021	0.000889	0.088914
ERVW-1	1.04e-6	51753	26	0.002316	0.00151	0.00325	0.004058	0.000889	0.028117
ESAM	7.46e-7	66236.6667	1	0.073635	0.011	0.341	0.049795	0.000889	0.281171
ESCO1	1.81e-6	66724	1	0.145199	0.026	0.639	0.127378	0.008891	0.88914
ESCO2	1.35e-6	66532.8	3	0.037094	0.012	0.106	0.030677	0.000889	0.281171
ESD	8.49e-7	65170.6667	4	0.017182	0.007	0.043	0.011083	0.000889	0.088914
ESF1	1.85e-6	63873.4286	4	0.03475	0.013	0.088	0.030446	0.002812	0.088914
ESM1	3.65e-7	66457	1	0.043514	0.006	0.2	0.030805	0.000889	0.281171
ESPL1	5.3e-6	66603.3333	38	0.00955	0.007	0.014	0.006937	0.000889	0.028117
ESPN	1.56e-6	41222	3	0.02731	0.009	0.078	0.020428	0.000889	0.088914
ESR1	1.31e-6	66562	1	0.113414	0.019	0.512	0.095175	0.002812	0.88914
ESR2	1.14e-6	65969.3846	24	0.003423	0.00222	0.00494	0.004304	0.000889	0.028117
ESRP1	2.18e-6	64994	2	0.087675	0.023	0.301	0.082841	0.008891	0.281171
ESRP2	1.85e-6	66367.6	3	0.049566	0.016	0.142	0.046644	0.002812	0.281171
ESRRA	8.32e-7	64451	0	0.234124	0.02	1.	0.184365	0.002812	1.
ESRRB	1.15e-6	65160	0	0.273233	0.027	1.	0.239668	0.008891	1.
ESRRG	1.07e-6	66515	1	0.097163	0.016	0.444	0.080397	0.002812	0.88914
ESX1	7.36e-7	47178	3	0.015814	0.005	0.044	0.010959	0.000889	0.088914
ESYT1	4.01e-6	66537.3	18	0.015531	0.01	0.025	0.012791	0.000889	0.028117
ESYT2	2.28e-6	61632	9	0.017107	0.009	0.033	0.012076	0.000889	0.028117
ESYT3	2.66e-6	61148.1818	19	0.009071	0.006	0.014	0.006727	0.000889	0.028117
ETAA1	1.71e-6	63470	1	0.133927	0.024	0.595	0.116826	0.008891	0.88914
ETF1	1.41e-6	64944.8125	0	0.300247	0.032	1.	0.261372	0.008891	1.
ETFA	1.13e-6	65812.6667	6	0.014426	0.007	0.031	0.009678	0.000889	0.028117
ETFB	6.57e-7	65627.6	4	0.013738	0.005	0.034	0.010236	0.000889	0.088914
ETFDH	1.43e-6	66621.8571	10	0.010566	0.006	0.02	0.007783	0.000889	0.028117
ETHE1	5.79e-7	40281	6	0.005188	0.0021	0.01034	0.005913	0.000889	0.028117
ETNK1	1.15e-6	66668	1	0.102829	0.017	0.468	0.088013	0.002812	0.88914
ETNK2	9.69e-7	50043.2	6	0.009748	0.005	0.021	0.007811	0.000889	0.028117
ETNPPL	1.18e-6	66375.5556	22	0.003886	0.00248	0.00571	0.004468	0.000889	0.028117
ETS1	1.29e-6	65834	1	0.111159	0.019	0.503	0.09429	0.002812	0.88914
ETS2	1.e-6	65965.9756	0	0.2575	0.024	1.	0.215899	0.002812	1.
ETV1	1.32e-6	59885.5227	0	0.280157	0.028	1.	0.240485	0.008891	1.
ETV3	8.54e-7	31834.9333	0	0.173778	0.011	1.	0.136341	0.000889	1.
ETV3L	9.22e-7	59133.5556	13	0.004779	0.00265	0.00784	0.005031	0.000889	0.028117
ETV4	1.63e-6	56517.1429	4	0.027499	0.01	0.07	0.019771	0.000889	0.088914
ETV5	1.84e-6	65933.3425	0	0.343285	0.041	1.	0.302019	0.028117	1.
ETV6	1.47e-6	66314	1	0.123447	0.021	0.553	0.108371	0.008891	0.88914
ETV7	1.19e-6	53679.3333	8	0.009203	0.005	0.018	0.00728	0.000889	0.028117
EVA1A	2.37e-7	66296	0	0.139694	0.007	0.967	0.083269	0.000889	1.
EVA1B	2.7e-7	33312.8182	0	0.11515	0.005	0.825	0.079862	0.000889	1.
EVA1C	9.04e-7	66650	4	0.018567	0.007	0.047	0.012341	0.000889	0.088914
EVC	2.56e-6	65561.875	12	0.015028	0.009	0.026	0.011311	0.000889	0.028117
EVC2	3.44e-6	64676.7222	48	0.004794	0.00357	0.00629	0.004002	0.000889	0.008891
EVI2A	4.27e-7	66162	7	0.005148	0.00225	0.00984	0.006011	0.000889	0.028117
EVI2B	5.19e-7	66713	0	0.192675	0.014	1.	0.136548	0.000889	1.
EVI5	2.29e-6	66225.2	14	0.011611	0.007	0.02	0.008767	0.000889	0.028117
EVI5L	2.15e-6	64864	2	0.086452	0.022	0.297	0.082694	0.008891	0.281171
EVL	1.23e-6	66556	1	0.108095	0.018	0.49	0.087885	0.002812	0.88914
EVPL	4.47e-6	63030.2759	39	0.007453	0.006	0.011	0.004863	0.000889	0.028117
EVX1	6.67e-7	59688	7	0.006923	0.004	0.014	0.006656	0.000889	0.028117
EWSR1	2.3e-6	64734	10	0.016192	0.009	0.03	0.011511	0.000889	0.028117
EXD1	1.24e-6	66243.1579	19	0.004722	0.00292	0.00717	0.004682	0.000889	0.028117
EXD2	1.36e-6	60024	15	0.005989	0.004	0.01	0.005275	0.000889	0.028117
EXD3	2.11e-6	47874.2667	23	0.004722	0.00306	0.00692	0.004314	0.000889	0.028117
EXO5	5.2e-7	66279.6	4	0.011292	0.004	0.028	0.008741	0.000889	0.028117
EXOC1	2.49e-6	66471.3333	7	0.026138	0.013	0.054	0.020323	0.002812	0.088914
EXOC2	2.9e-6	64172.5333	9	0.022439	0.012	0.043	0.01612	0.002812	0.088914
EXOC3	1.46e-6	66454.4	2	0.062661	0.016	0.216	0.056344	0.002812	0.281171
EXOC3L2	9.81e-7	65830	1	0.090232	0.015	0.414	0.072049	0.002812	0.88914
EXOC4	2.46e-6	66070.5455	8	0.022289	0.011	0.044	0.016104	0.000889	0.088914
EXOC5	1.73e-6	59822	0	0.318194	0.036	1.	0.279245	0.028117	1.
EXOC6	2.52e-6	66338.4444	5	0.037879	0.016	0.088	0.03598	0.002812	0.088914
EXOC6B	2.92e-6	60898	1	0.194049	0.038	0.821	0.17291	0.028117	0.88914
EXOC7	2.04e-6	65384	9	0.016271	0.009	0.031	0.011118	0.000889	0.028117
EXOC8	1.5e-6	66700	1	0.12591	0.022	0.563	0.108882	0.008891	0.88914
EXOG	8.88e-7	66374.3333	10	0.006751	0.004	0.012	0.006132	0.000889	0.028117
EXOSC1	7.73e-7	66612.7273	13	0.004537	0.00251	0.00742	0.005156	0.000889	0.028117
EXOSC10	2.96e-6	66276	10	0.021146	0.012	0.039	0.015206	0.002812	0.088914
EXOSC2	8.38e-7	66551.6667	40	0.001545	0.00109	0.00202	0.003953	0.000889	0.008891
EXOSC3	6.2e-7	66716	0	0.208324	0.016	1.	0.154543	0.002812	1.
EXOSC4	7.31e-7	65604	1	0.071989	0.011	0.333	0.049384	0.000889	0.281171
EXOSC5	4.31e-7	59014	5	0.006804	0.003	0.015	0.006821	0.000889	0.028117
EXOSC7	8.38e-7	66354	3	0.023946	0.008	0.068	0.01545	0.000889	0.088914
EXOSC8	7.96e-7	65394.5	11	0.005454	0.003	0.01	0.005551	0.000889	0.028117
EXOSC9	1.36e-6	65460.5	50	0.001904	0.00141	0.00245	0.0038	0.000889	0.008891
EXPH5	3.2e-6	66417.6429	30	0.00738	0.006	0.011	0.005126	0.000889	0.028117
EXT1	1.83e-6	65588.1935	0	0.34153	0.041	1.	0.301234	0.028117	1.
EXT2	1.95e-6	66587.0769	10	0.014195	0.008	0.026	0.010364	0.000889	0.028117
EXTL2	7.8e-7	65951.75	7	0.008706	0.004	0.018	0.007307	0.000889	0.028117
EXTL3	1.62e-6	66559.6667	5	0.024938	0.011	0.058	0.017471	0.000889	0.088914
EYA1	1.86e-6	66672.6667	2	0.077908	0.02	0.268	0.07338	0.008891	0.281171
EYA2	1.42e-6	66334.6667	3	0.03876	0.013	0.111	0.030561	0.000889	0.281171
EYA3	1.53e-6	66706	2	0.065539	0.017	0.226	0.056568	0.002812	0.281171
EYA4	1.69e-6	66474.8571	4	0.033133	0.013	0.084	0.027034	0.000889	0.088914
EZH1	2.41e-6	66182.6	4	0.046174	0.017	0.117	0.044505	0.002812	0.281171
EZH2	2.2e-6	63858.8738	0	0.368369	0.047	1.	0.330163	0.028117	1.
EZR	1.48e-6	65520	0	0.308503	0.034	1.	0.272952	0.028117	1.
F10	1.01e-6	65631.5	4	0.020264	0.008	0.051	0.013384	0.000889	0.088914
F11R	9.61e-7	66660.5	4	0.019638	0.007	0.049	0.013572	0.000889	0.088914
F12	1.7e-6	55187.8182	38	0.002642	0.00187	0.00353	0.003827	0.000889	0.008891
F13A1	1.88e-6	65952.25	11	0.012291	0.007	0.022	0.00909	0.000889	0.028117
F13B	1.44e-6	64181.0909	7	0.014982	0.007	0.031	0.010004	0.000889	0.028117
F2	2.09e-6	56027	3	0.047428	0.015	0.136	0.043762	0.002812	0.281171
F2R	5.44e-7	66732	3	0.016432	0.005	0.046	0.011147	0.000889	0.088914
F2RL1	6.21e-7	60563.2	34	0.001279	0.00086	0.00168	0.003929	0.000889	0.008891
F2RL2	4.05e-7	66308	3	0.012727	0.004	0.035	0.010026	0.000889	0.088914
F3	6.63e-7	66518	2	0.03138	0.008	0.107	0.022576	0.000889	0.281171
F5	4.6e-6	66539.4286	7	0.047458	0.023	0.098	0.049899	0.008891	0.088914
F7	1.23e-6	65200	1	0.106413	0.018	0.483	0.086321	0.002812	0.88914
F8	4.88e-6	47954	1	0.237618	0.049	0.973	0.211059	0.028117	0.88914
F9	1.36e-6	47857.32	0	0.255904	0.024	1.	0.223381	0.008891	1.
FA2H	1.04e-6	66242	1	0.094784	0.016	0.434	0.072456	0.002812	0.88914
FAAH	1.58e-6	61746	7	0.015768	0.008	0.032	0.010849	0.000889	0.028117
FABP1	2.41e-7	66493.3333	0	0.140732	0.007	0.972	0.08334	0.000889	1.
FABP12	4.1e-7	36604	2	0.013207	0.003	0.042	0.011021	0.000889	0.088914
FABP2	4.29e-7	66197.2	10	0.00354	0.00175	0.00603	0.005207	0.000889	0.028117
FABP3	2.4e-7	66580	1	0.032605	0.004	0.146	0.021654	0.000889	0.281171
FABP4	3.66e-7	65598.5	26	0.001147	0.00071	0.00153	0.004163	0.000889	0.028117
FABP5	3.63e-7	58368	5	0.005864	0.003	0.013	0.006796	0.000889	0.028117
